category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
10,2285136.0,180284.0,3399,11700.0,0,0,0
27,206319.0,11131.0,209,553.0,0,0,0
24,60564.0,975.0,66,106.0,0,0,0
27,373457.0,16433.0,194,5220.0,0,0,0
23,4326684.0,167696.0,6730,9265.0,0,0,0
24,137860.0,1950.0,64,136.0,0,0,0
27,4009.0,61.0,6,14.0,0,0,0
24,3006.0,75.0,4,10.0,0,0,0
25,635985.0,20721.0,2417,4111.0,0,0,0
23,130893.0,8177.0,220,349.0,0,0,0
17,46954.0,87.0,18,28.0,0,0,0
10,208155.0,11162.0,569,954.0,0,0,0
24,190669.0,5162.0,131,1151.0,0,0,0
24,2509626.0,144816.0,2262,18893.0,0,0,0
26,20778.0,1440.0,24,437.0,0,0,0
25,30438.0,143.0,42,220.0,0,0,0
17,94694.0,18091.0,11,31.0,0,0,0
24,211683.0,2279.0,545,1838.0,0,0,0
10,210393.0,8996.0,290,4043.0,0,0,0
17,63780.0,831.0,12,301.0,0,0,0
24,18438.0,563.0,16,29.0,0,0,0
28,1099318.0,26813.0,1047,3827.0,0,0,0
17,71661.0,6310.0,18,300.0,0,0,0
17,935879.0,5715.0,514,3442.0,0,0,0
10,131153.0,7129.0,78,265.0,0,0,0
25,84149.0,276.0,128,172.0,0,0,0
23,34138.0,4303.0,29,1399.0,0,0,0
24,144937.0,5246.0,171,280.0,0,0,0
27,306550.0,16612.0,160,1311.0,0,0,0
28,328325.0,19970.0,104,3336.0,0,0,0
24,2472569.0,17959.0,2863,2690.0,0,0,0
2,341074.0,10915.0,1915,1313.0,0,0,0
24,113963.0,11576.0,155,635.0,0,0,0
17,21544.0,83.0,74,62.0,0,0,0
25,93322.0,398.0,43,497.0,0,0,0
10,68084.0,2530.0,88,117.0,0,0,0
15,279092.0,8339.0,315,2371.0,0,0,0
25,692631.0,9086.0,1406,4582.0,0,0,0
24,155285.0,4719.0,64,207.0,0,0,0
2,93829.0,2229.0,36,469.0,0,0,0
26,31639.0,586.0,42,67.0,0,0,0
17,37524.0,126.0,77,1855.0,0,0,0
23,358358.0,9211.0,731,1385.0,0,0,0
28,158173.0,6587.0,68,611.0,0,0,0
10,45200.0,930.0,67,116.0,0,0,0
27,286577.0,9606.0,248,1196.0,0,0,0
28,315177.0,4212.0,171,259.0,0,0,0
26,225044.0,2265.0,775,868.0,0,0,0
23,399491.0,6240.0,326,287.0,0,0,0
26,231104.0,12862.0,347,1824.0,0,0,0
17,5813.0,33.0,3,0.0,0,0,0
10,18317.0,1322.0,34,196.0,0,0,0
1,246134.0,5847.0,337,544.0,0,0,0
25,32483.0,23.0,10,135.0,0,0,0
24,113462.0,4566.0,142,757.0,0,0,0
19,311621.0,2425.0,145,465.0,0,0,0
24,94229.0,217.0,177,0.0,1,0,0
19,571588.0,386.0,47,113.0,0,0,0
24,272604.0,9576.0,260,1619.0,0,0,0
1,42336.0,4293.0,89,428.0,0,0,0
24,13750.0,305.0,10,39.0,0,0,0
17,6684.0,18.0,57,54.0,0,0,0
22,128523.0,4170.0,148,307.0,0,0,0
24,102639.0,3218.0,1085,475.0,0,0,0
10,20539417.0,840642.0,47715,124236.0,0,0,0
25,238413.0,732.0,92,618.0,0,0,0
17,41029.0,296.0,32,33.0,0,0,0
23,805124.0,44513.0,1756,3929.0,0,0,0
2,55140.0,136.0,14,46.0,0,0,0
22,120817.0,2896.0,210,1855.0,0,0,0
1,58469.0,828.0,253,271.0,0,0,0
10,360223.0,15873.0,16033,7803.0,0,0,0
26,1775997.0,37124.0,1980,2695.0,0,0,0
25,6685.0,11.0,35,18.0,0,0,0
24,200060.0,4548.0,52,258.0,0,0,0
22,346924.0,4657.0,1838,734.0,0,0,0
10,12987863.0,216319.0,17751,12133.0,0,0,0
24,1981757.0,103407.0,1419,12354.0,0,0,0
17,1015189.0,2133.0,2483,1465.0,0,0,0
24,3653.0,47.0,3,25.0,0,0,0
24,2255529.0,48000.0,2970,8507.0,0,0,0
17,1155622.0,16060.0,883,1018.0,0,0,0
25,9892.0,250.0,7,19.0,0,0,0
10,5626588.0,408618.0,6121,28196.0,0,0,0
22,85643.0,170.0,45,0.0,0,0,0
22,212310.0,7589.0,227,463.0,0,0,0
17,180284.0,6073.0,125,512.0,0,0,0
24,301423.0,8409.0,349,952.0,0,0,0
24,835573.0,27068.0,2021,5165.0,0,0,0
10,681944.0,130373.0,3628,1855.0,0,0,0
28,297840.0,10429.0,378,990.0,0,0,0
22,2922523.0,119348.0,1161,6736.0,0,0,0
24,595415.0,8795.0,450,1022.0,0,0,0
23,3643894.0,125205.0,8702,5687.0,0,0,0
25,9833.0,73.0,21,62.0,0,0,0
26,7563254.0,58209.0,10859,7120.0,0,0,0
10,54341.0,487.0,67,64.0,0,0,0
10,357078.0,19783.0,610,1732.0,0,0,0
10,1888789.0,44007.0,1997,1794.0,0,0,0
23,168446.0,374.0,48,191.0,0,0,0
24,263656.0,2556.0,5584,2377.0,0,0,0
26,515525.0,24115.0,1249,1860.0,0,0,0
10,39082222.0,1721383.0,23137,90352.0,0,0,0
28,1080230.0,2540.0,887,1040.0,0,0,0
10,873362.0,36365.0,594,2630.0,0,0,0
26,366892.0,9052.0,2993,3088.0,0,0,0
22,48372.0,382.0,11,29.0,0,0,0
22,216766.0,7108.0,95,319.0,0,0,0
24,81086.0,18091.0,150,250.0,0,0,0
28,3931.0,17.0,0,2.0,0,0,0
24,1072970.0,102199.0,1469,8943.0,0,0,0
1,56372.0,2332.0,191,261.0,0,0,0
27,69786.0,453.0,26,19.0,0,0,0
10,204298.0,9321.0,386,993.0,0,0,0
24,101233.0,3128.0,51,93.0,0,0,0
10,1126501.0,48219.0,444,1083.0,0,0,0
24,2498463.0,75023.0,1925,3483.0,0,0,0
10,224608.0,14843.0,180,1004.0,0,0,0
15,45965.0,2284.0,35,17.0,0,0,0
15,681944.0,17023.0,84,939.0,0,0,0
1,1996082.0,18992.0,1049,1322.0,0,0,0
24,44939.0,1576.0,110,1021.0,0,0,0
26,118316.0,3823.0,294,1855.0,0,0,0
26,2244971.0,101831.0,12677,1855.0,0,0,0
1,2844271.0,60500.0,3667,8122.0,0,0,0
26,99019.0,2404.0,40,135.0,0,0,0
23,3591699.0,212004.0,3528,20418.0,0,0,0
10,1137392.0,26180.0,992,1055.0,0,0,0
10,147193.0,5405.0,151,395.0,0,0,0
10,482334.0,55001.0,184,3027.0,0,0,0
26,269509.0,10801.0,158,653.0,0,0,0
23,3741812.0,314872.0,2647,1855.0,0,0,0
22,1185773.0,45513.0,1378,4794.0,0,0,0
10,178313.0,9072.0,98,656.0,0,0,0
10,2185367.0,96850.0,1130,1855.0,0,0,0
1,366814.0,4099.0,172,449.0,0,0,0
10,797436.0,29425.0,585,1497.0,0,0,0
28,1646057.0,53901.0,1566,5963.0,0,0,0
24,271685.0,3330.0,854,0.0,1,0,0
17,3505996.0,5934.0,3400,5162.0,0,0,0
22,194946.0,9278.0,137,2803.0,0,0,0
22,681944.0,5659.0,2432,1311.0,0,0,0
10,1882868.0,88072.0,1219,6083.0,0,0,0
10,226317.0,11702.0,125,471.0,0,0,0
26,232083.0,14766.0,408,1107.0,0,0,0
25,144694.0,1012.0,588,288.0,0,0,0
24,908489.0,12261.0,339,1600.0,0,0,0
10,180606.0,2400.0,159,239.0,0,0,0
22,308352.0,15765.0,399,984.0,0,0,0
24,193832.0,1351.0,25,128.0,0,0,0
10,41251.0,1561.0,29,96.0,0,0,0
10,524911.0,7822.0,185,403.0,0,0,0
15,467804.0,19962.0,268,953.0,0,0,0
26,77302.0,3756.0,123,222.0,0,0,0
10,304700.0,12347.0,577,756.0,0,0,0
10,1440724.0,36686.0,6598,9637.0,0,0,0
24,878560.0,12961.0,1468,1788.0,0,0,0
24,155533.0,4621.0,233,451.0,0,0,0
20,161231.0,7803.0,169,1479.0,0,0,0
24,379918.0,4472.0,4507,2066.0,0,0,0
25,90454.0,211.0,65,59.0,0,0,0
10,157037.0,7800.0,96,326.0,0,0,0
10,895507.0,38734.0,550,1270.0,0,0,0
23,134372.0,7979.0,80,310.0,0,0,0
22,55901.0,477.0,132,105.0,0,0,0
24,207678.0,10372.0,69,554.0,0,0,0
1,3979891.0,151850.0,2378,8079.0,0,0,0
26,387902.0,24442.0,414,1855.0,0,0,0
22,1803724.0,18091.0,5261,7483.0,0,0,0
24,3621389.0,141681.0,1289,8127.0,0,0,0
23,1012513.0,20036.0,6510,5153.0,0,0,0
20,224426.0,17784.0,225,2762.0,0,0,0
23,1147169.0,31832.0,1902,1498.0,0,0,0
28,1362421.0,8970.0,4131,3857.0,0,0,0
24,593969.0,24672.0,735,5173.0,0,0,0
24,2916453.0,93039.0,1765,6493.0,0,0,0
25,533940.0,12633.0,597,1828.0,0,0,0
24,1559003.0,29898.0,884,1838.0,0,0,0
28,2900560.0,37329.0,34908,10768.0,0,0,0
24,760341.0,13283.0,317,433.0,0,0,0
26,1961066.0,142740.0,773,8471.0,0,0,0
10,1258937.0,114661.0,2509,11298.0,0,0,0
10,133212.0,6260.0,202,1855.0,0,0,0
24,235655.0,2665.0,109,336.0,0,0,0
24,208117.0,21334.0,255,1229.0,0,0,0
17,229515.0,9435.0,90,759.0,0,0,0
1,1496471.0,43974.0,2045,9442.0,0,0,0
23,211596.0,3802.0,78,232.0,0,0,0
23,2223948.0,76806.0,1169,4176.0,0,0,0
28,5531707.0,72727.0,3362,14816.0,0,0,0
28,623803.0,17286.0,511,6126.0,0,0,0
23,1610930.0,85208.0,916,5001.0,0,0,0
24,42571.0,3557.0,147,693.0,0,0,0
10,507753.0,35595.0,483,2176.0,0,0,0
24,237107.0,2207.0,138,261.0,0,0,0
28,1825705.0,77531.0,4156,12025.0,0,0,0
1,1251180.0,32186.0,455,4166.0,0,0,0
24,79863.0,259.0,131,47.0,0,0,0
10,50934.0,2793.0,104,295.0,0,0,0
27,21740.0,979.0,5,93.0,0,0,0
24,574778.0,7517.0,154,515.0,0,0,0
25,153220.0,660.0,320,479.0,0,0,0
17,845763.0,17929.0,502,2325.0,0,0,0
24,42769.0,175.0,117,100.0,0,0,0
27,177648.0,6932.0,786,697.0,0,0,0
10,225337.0,9576.0,587,2282.0,0,0,0
26,17901.0,2325.0,50,429.0,0,0,0
26,290124.0,23472.0,483,2308.0,0,0,0
17,15232.0,84.0,11,20.0,0,0,0
23,1291560.0,152975.0,650,8490.0,0,0,0
24,28895.0,309.0,81,76.0,0,0,0
1,520049.0,28187.0,452,1607.0,0,0,0
17,10838.0,7.0,42,10.0,0,0,0
17,281868.0,1546.0,245,885.0,0,0,0
22,2325233.0,91111.0,7543,21450.0,0,0,0
26,196434.0,6305.0,88,762.0,0,0,0
24,936075.0,21642.0,1202,2877.0,0,0,0
22,52607.0,3835.0,32,351.0,0,0,0
24,91701.0,5930.0,70,743.0,0,0,0
1,17129.0,455.0,18,101.0,0,0,0
24,5086221.0,137819.0,10468,18395.0,0,0,0
28,860406.0,20489.0,2507,3083.0,0,0,0
17,2394.0,19.0,0,2.0,0,0,0
28,681944.0,6989.0,92,845.0,0,0,0
27,587752.0,11891.0,1777,6920.0,0,0,0
17,128892.0,1935.0,68,288.0,0,0,0
17,98396.0,93.0,19,46.0,0,0,0
24,90641.0,2349.0,409,1246.0,0,0,0
1,62185.0,4369.0,82,867.0,0,0,0
15,30576.0,1741.0,27,283.0,0,0,0
10,33887.0,1350.0,41,69.0,0,0,0
17,12494.0,252.0,3,91.0,0,0,0
27,338317.0,11251.0,120,680.0,0,0,0
27,232532.0,11933.0,231,1855.0,0,0,0
24,100472.0,5140.0,40,560.0,0,0,0
10,2814427.0,194199.0,3757,12409.0,0,0,0
24,414929.0,8895.0,636,2594.0,0,0,0
24,827546.0,15887.0,1299,3460.0,0,0,0
27,440163.0,17988.0,211,5752.0,0,0,0
23,141129.0,8451.0,239,349.0,0,0,0
24,34221.0,1445.0,593,903.0,0,0,0
23,4576001.0,172379.0,6952,9440.0,0,0,0
10,282854.0,12958.0,664,1060.0,0,0,0
24,30341.0,730.0,22,34.0,0,0,0
24,207712.0,5447.0,143,1191.0,0,0,0
17,135459.0,9381.0,29,403.0,0,0,0
24,214305.0,4064.0,56,430.0,0,0,0
15,681944.0,1699.0,13,142.0,0,0,0
10,265822.0,9045.0,346,4701.0,0,0,0
27,11769.0,127.0,13,0.0,1,0,0
24,2584165.0,147110.0,2305,19313.0,0,0,0
24,175760.0,15482.0,138,2164.0,0,0,0
24,220189.0,2338.0,565,1922.0,0,0,0
10,157522.0,8012.0,85,286.0,0,0,0
10,84091.0,2892.0,95,122.0,0,0,0
19,1037561.0,716.0,117,223.0,0,0,0
24,174568.0,4934.0,65,208.0,0,0,0
17,10457.0,54.0,4,2.0,0,0,0
24,212992.0,7049.0,209,365.0,0,0,0
26,31076.0,1814.0,36,523.0,0,0,0
28,1154280.0,27632.0,1096,2547.0,0,0,0
17,984836.0,5855.0,530,3171.0,0,0,0
2,549044.0,16946.0,2438,1626.0,0,0,0
23,46545.0,5320.0,37,1596.0,0,0,0
25,32347.0,145.0,44,245.0,0,0,0
27,319797.0,17086.0,164,1356.0,0,0,0
10,62620.0,1170.0,92,131.0,0,0,0
28,372775.0,21214.0,119,3433.0,0,0,0
24,2567518.0,18425.0,2950,2776.0,0,0,0
2,120697.0,2376.0,38,492.0,0,0,0
15,289923.0,8480.0,321,2011.0,0,0,0
24,209442.0,19069.0,289,836.0,0,0,0
17,44320.0,130.0,77,42.0,0,0,0
25,727427.0,9459.0,1446,3292.0,0,0,0
17,99999.0,143.0,12,32.0,0,0,0
25,85742.0,278.0,128,174.0,0,0,0
24,20529.0,318.0,11,41.0,0,0,0
26,237111.0,2323.0,786,636.0,0,0,0
25,104295.0,423.0,45,551.0,0,0,0
23,409445.0,6345.0,331,299.0,0,0,0
23,365006.0,9431.0,741,1278.0,0,0,0
28,174023.0,7010.0,72,632.0,0,0,0
10,37575.0,1679.0,21,82.0,0,0,0
26,248499.0,13613.0,359,1855.0,0,0,0
28,327935.0,4345.0,175,261.0,0,0,0
25,59466.0,18091.0,14,34.0,0,0,0
19,403564.0,2581.0,159,477.0,0,0,0
1,264129.0,6161.0,356,579.0,0,0,0
25,36859.0,23.0,10,135.0,0,0,0
17,22101.0,83.0,74,61.0,0,0,0
24,133296.0,5012.0,159,737.0,0,0,0
24,297046.0,9905.0,266,1855.0,0,0,0
10,28147.0,1801.0,48,263.0,0,0,0
1,46308.0,4511.0,91,442.0,0,0,0
26,33513.0,607.0,42,70.0,0,0,0
24,102878.0,225.0,182,0.0,1,0,0
22,136066.0,4355.0,158,318.0,0,0,0
2,100120.0,154.0,15,48.0,0,0,0
17,42472.0,303.0,32,36.0,0,0,0
23,863232.0,46439.0,1828,3708.0,0,0,0
10,22702386.0,869304.0,50018,123227.0,0,0,0
17,6904.0,18.0,58,53.0,0,0,0
25,1338.0,4.0,0,0.0,1,0,0
1,58604.0,828.0,253,305.0,0,0,0
22,121979.0,2901.0,210,1855.0,0,0,0
24,215222.0,4720.0,55,264.0,0,0,0
26,1826373.0,37692.0,2026,2759.0,0,0,0
19,1118.0,6.0,0,2.0,0,0,0
25,251684.0,769.0,95,748.0,0,0,0
10,6355501.0,18091.0,6451,28735.0,0,0,0
10,381688.0,16467.0,18775,8352.0,0,0,0
25,6743.0,11.0,35,16.0,0,0,0
17,687.0,10.0,2,5.0,0,0,0
17,190543.0,6369.0,137,518.0,0,0,0
24,2083918.0,106243.0,1461,12707.0,0,0,0
22,350422.0,4735.0,1839,744.0,0,0,0
24,8088.0,280.0,4,145.0,0,0,0
24,3839.0,48.0,3,25.0,0,0,0
24,2328148.0,48904.0,3008,8459.0,0,0,0
25,10309.0,254.0,7,19.0,0,0,0
10,15432746.0,233172.0,19513,12709.0,0,0,0
22,92327.0,182.0,45,0.0,0,0,0
28,9036.0,427.0,14,1855.0,0,0,0
22,216234.0,7715.0,230,470.0,0,0,0
1,5119.0,20.0,1,3.0,0,0,0
