category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
25,502800.0,992.0,392,263.0,0,0,0
28,277199.0,17841.0,225,1577.0,0,0,0
28,143406.0,4288.0,431,3713.0,0,0,0
24,122522.0,2118.0,95,0.0,1,0,0
25,12751.0,134.0,1,9.0,0,0,0
28,25980.0,186.0,10,21.0,0,0,0
24,596697.0,20162.0,158,0.0,1,0,0
10,785562.0,7272.0,2215,4899.0,0,0,0
10,60828.0,4838.0,16,207.0,0,0,0
25,9136.0,797.0,83,163.0,0,0,0
23,2518771.0,109355.0,3648,6389.0,0,0,0
17,44641.0,379.0,28,284.0,0,0,0
23,3216259.0,210529.0,4366,25719.0,0,0,0
25,495317.0,12044.0,423,421.0,0,0,0
23,1245020.0,37740.0,1399,3696.0,0,0,0
26,399085.0,15673.0,278,946.0,0,0,0
24,679906.0,4000.0,382,1279.0,0,0,0
26,289814.0,2309.0,2211,499.0,0,0,0
25,505104.0,378.0,115,0.0,1,0,0
22,792614.0,19389.0,1578,2350.0,0,0,0
26,1295711.0,88152.0,1057,7988.0,0,0,0
26,24907.0,611.0,42,98.0,0,0,0
23,674916.0,39814.0,521,1859.0,0,0,0
24,537443.0,10577.0,341,1971.0,0,0,0
17,161364.0,1017.0,103,413.0,0,0,0
23,849971.0,12426.0,1261,1855.0,0,0,0
23,723099.0,25269.0,826,2047.0,0,0,0
26,383708.0,14197.0,790,1530.0,0,0,0
24,181255.0,2326.0,357,257.0,0,0,0
23,26849.0,596.0,62,64.0,0,0,0
26,1203727.0,71430.0,1157,48894.0,0,0,0
10,1148502.0,16610.0,3609,7776.0,0,0,0
26,141099.0,18091.0,163,229.0,0,0,0
22,37876.0,2724.0,31,276.0,0,0,0
23,275565.0,27858.0,245,6770.0,0,0,0
24,1002427.0,22013.0,277,1442.0,0,0,0
24,1640383.0,131420.0,513,23631.0,0,0,0
28,72485.0,4714.0,41,547.0,0,0,0
23,5446525.0,217378.0,8148,13665.0,0,0,0
10,626351.0,80859.0,381,11513.0,0,0,0
27,144876.0,6700.0,132,722.0,0,0,0
2,609732.0,23333.0,795,2501.0,0,0,0
26,264187.0,5380.0,330,398.0,0,0,0
10,30583293.0,2611250.0,43899,529881.0,0,0,0
26,117408.0,3983.0,451,485.0,0,0,0
26,1975692.0,279817.0,1745,43716.0,0,0,0
25,3906.0,19.0,3,0.0,0,0,0
26,615722.0,8184.0,754,1910.0,0,0,0
1,141606.0,18091.0,231,1855.0,0,0,0
24,176871.0,634.0,26,72.0,0,0,0
28,8219.0,42.0,1,3.0,0,0,0
17,738609.0,19174.0,959,3050.0,0,0,0
10,6969128.0,18091.0,4500,5516.0,0,0,0
27,21762.0,108.0,312,203.0,0,0,0
23,415263.0,4192.0,474,631.0,0,0,0
23,403056.0,4416.0,135,688.0,0,0,0
10,3202879.0,110088.0,1728,3623.0,0,0,0
28,681944.0,2847.0,35,270.0,0,0,0
27,627448.0,13041.0,11259,3141.0,0,0,0
26,1005923.0,24881.0,496,1253.0,0,0,0
22,18133.0,311.0,48,14.0,0,0,0
10,1196193.0,66772.0,299,1620.0,0,0,0
24,5892743.0,146878.0,5914,17857.0,0,0,0
22,219160.0,10070.0,111,1046.0,0,0,0
28,6565.0,194.0,8,68.0,0,0,0
10,25886.0,343.0,29,45.0,0,0,0
10,443055.0,13421.0,116,317.0,0,0,0
10,4799518.0,151849.0,6875,13868.0,0,0,0
28,960527.0,20011.0,1939,2161.0,0,0,0
28,1537244.0,31788.0,4467,0.0,1,0,0
24,322643.0,3196.0,281,369.0,0,0,0
1,487125.0,9534.0,170,1110.0,0,0,0
24,511686.0,5998.0,147,549.0,0,0,0
24,1027963.0,28041.0,1173,0.0,1,0,0
28,926576.0,17017.0,1134,1588.0,0,0,0
24,1975087.0,93541.0,2797,16706.0,0,0,0
24,325812.0,1726.0,131,1416.0,0,0,0
23,1262895.0,39517.0,1525,1999.0,0,0,0
28,3595.0,16.0,3,7.0,0,0,0
28,44843.0,1499.0,26,148.0,0,0,0
24,2260715.0,97151.0,1239,4827.0,0,0,0
10,19670964.0,487305.0,20884,33708.0,0,0,0
10,3685806.0,146813.0,2241,9939.0,0,0,0
10,170648.0,3184.0,906,1269.0,0,0,0
1,347670.0,3811.0,964,703.0,0,0,0
26,281527.0,6662.0,1034,1436.0,0,0,0
10,1508992.0,74113.0,1180,4784.0,0,0,0
24,715905.0,22634.0,739,3225.0,0,0,0
24,297279.0,1733.0,245,169.0,0,0,0
24,279714.0,17440.0,320,764.0,0,0,0
17,533004.0,9710.0,447,1196.0,0,0,0
28,549014.0,15598.0,585,1562.0,0,0,0
24,1170855.0,11790.0,1349,5550.0,0,0,0
24,1475115.0,38388.0,939,3644.0,0,0,0
23,221751.0,12863.0,1007,1835.0,0,0,0
1,338425.0,10947.0,2133,2991.0,0,0,0
26,15870.0,910.0,41,80.0,0,0,0
26,436638.0,37923.0,485,3722.0,0,0,0
24,3322855.0,79652.0,1543,7945.0,0,0,0
24,480162.0,17538.0,325,1389.0,0,0,0
25,225463.0,946.0,91,895.0,0,0,0
10,651268.0,52910.0,245,2615.0,0,0,0
26,352742.0,11503.0,214,1161.0,0,0,0
27,479201.0,19812.0,397,1311.0,0,0,0
24,142076.0,1942.0,87,203.0,0,0,0
26,1018706.0,68667.0,2854,984.0,0,0,0
25,540227.0,2533.0,1212,1766.0,0,0,0
2,17746.0,452.0,12,51.0,0,0,0
10,2152261.0,7824.0,158,324.0,0,0,0
10,2230715.0,155370.0,947,9152.0,0,0,0
25,1112617.0,11645.0,362,1943.0,0,0,0
10,279046.0,5342.0,83,342.0,0,0,0
26,1273655.0,26473.0,1380,3106.0,0,0,0
24,1485868.0,64074.0,738,3230.0,0,0,0
22,150117.0,11143.0,64,899.0,0,0,0
20,246989.0,8801.0,101,712.0,0,0,0
10,125128.0,4623.0,49,305.0,0,0,0
17,2678479.0,9250.0,1755,921.0,0,0,0
26,748102.0,47024.0,1670,3775.0,0,0,0
22,193223.0,8141.0,302,1226.0,0,0,0
24,536419.0,32725.0,1575,3814.0,0,0,0
10,284176.0,9477.0,271,532.0,0,0,0
24,119519.0,13367.0,104,4295.0,0,0,0
24,199922.0,2013.0,55,147.0,0,0,0
22,163043.0,1456.0,396,621.0,0,0,0
26,453170.0,10802.0,228,1087.0,0,0,0
24,4050.0,0.0,0,0.0,1,1,0
22,506698.0,28537.0,441,4351.0,0,0,0
19,76351.0,5508.0,29,345.0,0,0,0
10,236971.0,10481.0,145,446.0,0,0,0
27,592459.0,25680.0,1574,4994.0,0,0,0
24,37736281.0,1735895.0,21969,241237.0,0,0,0
10,867588.0,0.0,0,0.0,1,1,0
25,971123.0,6325.0,2512,5824.0,0,0,0
28,681944.0,126015.0,2696,9254.0,0,0,0
25,718902.0,23180.0,1176,2349.0,0,0,0
24,197900.0,2394.0,372,432.0,0,0,0
10,1209233.0,100668.0,789,4917.0,0,0,0
22,352037.0,24652.0,630,1179.0,0,0,0
23,3411173.0,277250.0,4991,28200.0,0,0,0
1,1752831.0,36993.0,2137,4048.0,0,0,0
25,279561.0,720.0,310,549.0,0,0,0
24,663875.0,14079.0,580,1197.0,0,0,0
24,106614.0,298.0,210,210.0,0,0,0
1,1480204.0,34547.0,2805,6158.0,0,0,0
1,1644841.0,54133.0,883,5178.0,0,0,0
17,1699436.0,20219.0,348,1314.0,0,0,0
24,394249.0,2169.0,5464,2555.0,0,0,0
23,375897.0,8088.0,293,631.0,0,0,0
23,83425.0,1245.0,177,218.0,0,0,0
17,276279.0,1761.0,121,832.0,0,0,0
23,138890.0,1393.0,46,120.0,0,0,0
24,1488650.0,8946.0,2911,1650.0,0,0,0
24,624023.0,18102.0,455,1761.0,0,0,0
24,383100.0,13316.0,253,355.0,0,0,0
24,29654.0,1284.0,7,151.0,0,0,0
23,359403.0,9244.0,258,695.0,0,0,0
24,102804.0,4635.0,82,355.0,0,0,0
22,233473.0,10557.0,276,1577.0,0,0,0
22,74857.0,5733.0,73,261.0,0,0,0
24,1296766.0,31993.0,1331,1855.0,0,0,0
26,330789.0,15036.0,306,2011.0,0,0,0
10,297350.0,8498.0,358,354.0,0,0,0
23,1329350.0,79918.0,2069,53182.0,0,0,0
22,231724.0,11201.0,186,724.0,0,0,0
25,1341741.0,18091.0,21754,18035.0,0,0,0
22,80882.0,11402.0,69,1855.0,0,0,0
24,341911.0,5342.0,205,1855.0,0,0,0
22,198315.0,6950.0,184,735.0,0,0,0
1,43830.0,2409.0,35,564.0,0,0,0
24,269375.0,22835.0,256,1422.0,0,0,0
17,262865.0,2557.0,1591,630.0,0,0,0
24,51216.0,1584.0,37,212.0,0,0,0
23,83835.0,4604.0,171,410.0,0,0,0
22,521366.0,21309.0,184,654.0,0,0,0
23,1136888.0,30877.0,7709,3878.0,0,0,0
24,94912.0,668.0,122,174.0,0,0,0
24,70136.0,2159.0,103,716.0,0,0,0
28,228588.0,10257.0,205,2516.0,0,0,0
24,3722.0,258.0,2,74.0,0,0,0
25,166260.0,1235.0,697,1173.0,0,0,0
26,467396.0,21210.0,252,2113.0,0,0,0
26,444762.0,18091.0,210,4161.0,0,0,0
24,302340.0,23087.0,113,2004.0,0,0,0
1,25923.0,439.0,13,172.0,0,0,0
1,30690.0,1137.0,18,143.0,0,0,0
24,32548.0,579.0,68,669.0,0,0,0
26,12052.0,658.0,7,48.0,0,0,0
24,975043.0,143966.0,2492,20821.0,0,0,0
2,300407.0,2917.0,366,957.0,0,0,0
26,12790.0,110.0,4,4.0,0,0,0
22,883913.0,52671.0,1799,13448.0,0,0,0
25,847297.0,6347.0,739,3027.0,0,0,0
24,61230.0,1665.0,64,163.0,0,0,0
10,3547023.0,159665.0,8337,13903.0,0,0,0
24,457957.0,2583.0,1795,2277.0,0,0,0
28,79461.0,3294.0,170,594.0,0,0,0
10,131445.0,10087.0,120,593.0,0,0,0
17,599712.0,4693.0,258,1413.0,0,0,0
10,83378.0,5211.0,38,2462.0,0,0,0
15,168712.0,6785.0,157,398.0,0,0,0
24,41471.0,388.0,39,67.0,0,0,0
15,263581.0,3544.0,72,280.0,0,0,0
23,281962.0,21769.0,425,2044.0,0,0,0
10,1920399.0,93800.0,2702,9961.0,0,0,0
26,29220.0,2183.0,17,312.0,0,0,0
2,1273984.0,28215.0,939,7449.0,0,0,0
23,25084.0,395.0,10,35.0,0,0,0
24,424563.0,24842.0,479,9946.0,0,0,0
27,501058.0,22312.0,261,1270.0,0,0,0
24,41026.0,396.0,93,73.0,0,0,0
25,43774.0,959.0,44,218.0,0,0,0
10,52900.0,6360.0,19,1451.0,0,0,0
23,157203.0,5350.0,392,657.0,0,0,0
28,1213013.0,140942.0,971,37037.0,0,0,0
10,498633.0,28580.0,302,1526.0,0,0,0
24,223310.0,4020.0,174,511.0,0,0,0
24,3433497.0,62537.0,3074,3481.0,0,0,0
28,97860.0,3456.0,172,390.0,0,0,0
24,11042.0,551.0,158,139.0,0,0,0
23,1509459.0,126207.0,1091,6053.0,0,0,0
23,1375863.0,56130.0,1426,2022.0,0,0,0
28,4474243.0,193603.0,16741,49441.0,0,0,0
10,496606.0,23625.0,221,1449.0,0,0,0
25,23368.0,234.0,1,20.0,0,0,0
24,232208.0,3208.0,136,0.0,1,0,0
26,676353.0,23330.0,719,3936.0,0,0,0
25,52336.0,493.0,16,154.0,0,0,0
10,6593.0,164.0,19,23.0,0,0,0
1,50053.0,2172.0,151,608.0,0,0,0
10,132222.0,8218.0,31,387.0,0,0,0
23,838508.0,85348.0,472,5907.0,0,0,0
17,160674.0,5568.0,68,609.0,0,0,0
10,3696.0,81.0,12,80.0,0,0,0
28,293817.0,18475.0,243,1643.0,0,0,0
24,36351.0,133.0,88,463.0,0,0,0
10,21775.0,688.0,22,242.0,0,0,0
25,513399.0,1001.0,394,272.0,0,0,0
10,13393.0,371.0,1,58.0,0,0,0
23,36375.0,628.0,75,41.0,0,0,0
24,740611.0,23796.0,195,0.0,1,0,0
10,848395.0,7589.0,2316,5025.0,0,0,0
26,46433.0,2328.0,74,277.0,0,0,0
23,2674940.0,112959.0,3824,6664.0,0,0,0
29,1456.0,0.0,0,0.0,1,1,0
25,667082.0,15926.0,537,265.0,0,0,0
28,144562.0,4306.0,434,3753.0,0,0,0
23,3347975.0,215180.0,4494,26365.0,0,0,0
25,12431.0,918.0,129,287.0,0,0,0
17,48860.0,398.0,32,311.0,0,0,0
28,41722.0,262.0,22,37.0,0,0,0
26,427962.0,16503.0,287,979.0,0,0,0
23,1281911.0,38314.0,1423,3723.0,0,0,0
25,764998.0,475.0,123,0.0,1,0,0
24,703299.0,4050.0,388,1294.0,0,0,0
22,808511.0,19698.0,1588,2352.0,0,0,0
26,295048.0,2338.0,2221,499.0,0,0,0
17,167552.0,1036.0,107,415.0,0,0,0
26,1324067.0,89289.0,1073,8072.0,0,0,0
23,38857.0,644.0,66,71.0,0,0,0
23,691648.0,40362.0,527,1937.0,0,0,0
23,742272.0,25726.0,832,2298.0,0,0,0
26,31765.0,1298.0,113,73.0,0,0,0
26,395280.0,14488.0,806,1551.0,0,0,0
23,860395.0,12445.0,1265,1861.0,0,0,0
24,185450.0,2358.0,359,1855.0,0,0,0
26,1252525.0,73138.0,1187,49883.0,0,0,0
23,286131.0,28573.0,247,6816.0,0,0,0
24,1039720.0,18091.0,282,1289.0,0,0,0
24,1686243.0,133400.0,530,23864.0,0,0,0
10,1200550.0,17126.0,3638,7906.0,0,0,0
26,145269.0,5089.0,165,268.0,0,0,0
27,160825.0,7258.0,146,764.0,0,0,0
10,710744.0,83664.0,416,11973.0,0,0,0
23,5665909.0,220831.0,8359,13758.0,0,0,0
22,40357.0,2849.0,34,402.0,0,0,0
2,623007.0,23700.0,810,2490.0,0,0,0
26,121056.0,4071.0,457,507.0,0,0,0
28,76760.0,4853.0,44,552.0,0,0,0
25,681944.0,19.0,3,0.0,0,0,0
10,33810576.0,2674694.0,46063,539309.0,0,0,0
20,127521.0,696.0,52,233.0,0,0,0
26,268241.0,5446.0,330,392.0,0,0,0
26,2061816.0,283613.0,1776,44105.0,0,0,0
1,143267.0,5008.0,231,656.0,0,0,0
25,1381.0,35.0,6,1855.0,0,0,0
24,176998.0,636.0,26,73.0,0,0,0
26,682218.0,9139.0,793,1995.0,0,0,0
28,8637.0,45.0,2,3.0,0,0,0
10,7442845.0,88285.0,4685,5767.0,0,0,0
27,22535.0,108.0,312,203.0,0,0,0
28,81011.0,2951.0,36,277.0,0,0,0
17,743305.0,19214.0,961,3048.0,0,0,0
23,426136.0,4642.0,143,703.0,0,0,0
27,631374.0,13097.0,11270,3119.0,0,0,0
25,180711.0,1667.0,418,1082.0,0,0,0
26,1253555.0,31054.0,620,1522.0,0,0,0
24,5950405.0,147608.0,5953,1855.0,0,0,0
10,1473433.0,74892.0,366,1748.0,0,0,0
22,18897.0,314.0,48,34.0,0,0,0
26,869068.0,23221.0,1215,4102.0,0,0,0
22,245735.0,10444.0,127,1101.0,0,0,0
10,5557499.0,161177.0,7360,14270.0,0,0,0
28,6890.0,199.0,9,72.0,0,0,0
10,600980.0,16207.0,151,376.0,0,0,0
28,4979612.0,46680.0,11703,0.0,1,0,0
10,28434.0,387.0,32,45.0,0,0,0
28,975232.0,20140.0,1954,2172.0,0,0,0
24,553734.0,6428.0,161,586.0,0,0,0
24,333626.0,3264.0,286,367.0,0,0,0
1,500154.0,18091.0,173,1104.0,0,0,0
24,1047573.0,28418.0,1186,0.0,1,0,0
23,1289314.0,39813.0,1535,2030.0,0,0,0
24,2319083.0,98929.0,1251,4541.0,0,0,0
24,10525.0,226.0,18,119.0,0,0,0
28,47178.0,1541.0,27,148.0,0,0,0
24,334148.0,1746.0,134,1442.0,0,0,0
28,3797.0,17.0,3,7.0,0,0,0
28,930513.0,17044.0,1136,1586.0,0,0,0
24,1998883.0,94430.0,2841,16939.0,0,0,0
1,349102.0,3834.0,966,711.0,0,0,0
2,25839.0,470.0,13,53.0,0,0,0
10,177640.0,3250.0,926,1297.0,0,0,0
24,729500.0,22885.0,751,3235.0,0,0,0
10,21545253.0,504791.0,21898,34879.0,0,0,0
28,552694.0,15642.0,586,1559.0,0,0,0
24,1199114.0,12009.0,1362,5707.0,0,0,0
10,3873702.0,149246.0,2314,9929.0,0,0,0
24,1499698.0,38757.0,952,3678.0,0,0,0
23,224381.0,12946.0,1013,1841.0,0,0,0
26,285437.0,6715.0,1042,1440.0,0,0,0
24,56367282.0,2157727.0,34077,303178.0,0,0,0
10,1894443.0,0.0,0,0.0,1,1,0
25,224270.0,7006.0,331,1127.0,0,0,0
25,1717225.0,10041.0,4266,9335.0,0,0,0
24,616077.0,5816.0,934,1116.0,0,0,0
24,3074263.0,96530.0,1011,7415.0,0,0,0
23,806797.0,75413.0,2078,5202.0,0,0,0
23,3657886.0,442915.0,2655,75753.0,0,0,0
24,372262.0,3332.0,286,355.0,0,0,0
24,681944.0,17356.0,308,2084.0,0,0,0
26,344244.0,15343.0,790,2602.0,0,0,0
24,635414.0,59806.0,546,7529.0,0,0,0
10,2222937.0,132072.0,1350,5870.0,0,0,0
25,1183611.0,30250.0,1863,3429.0,0,0,0
23,1371506.0,18997.0,1185,2861.0,0,0,0
22,1197386.0,51644.0,2021,2268.0,0,0,0
23,698426.0,83397.0,510,6642.0,0,0,0
28,5809226.0,174265.0,4181,11263.0,0,0,0
23,127011.0,13273.0,170,746.0,0,0,0
24,433714.0,18522.0,480,2814.0,0,0,0
15,292197.0,26587.0,330,10216.0,0,0,0
22,1355237.0,52745.0,862,4155.0,0,0,0
25,630614.0,1717.0,667,1855.0,0,0,0
24,264975.0,5214.0,217,308.0,0,0,0
10,373301.0,21900.0,1062,1508.0,0,0,0
15,1040790.0,27343.0,541,3289.0,0,0,0
23,331652.0,7250.0,178,406.0,0,0,0
2,364537.0,21807.0,402,1406.0,0,0,0
27,331220.0,16032.0,238,2319.0,0,0,0
27,65783.0,3822.0,89,229.0,0,0,0
22,330124.0,30203.0,201,1855.0,0,0,0
24,99566.0,2136.0,419,1127.0,0,0,0
24,409601.0,39692.0,175,2050.0,0,0,0
24,1538576.0,81240.0,678,7586.0,0,0,0
10,28983.0,1532.0,58,230.0,0,0,0
24,895238.0,17425.0,761,1855.0,0,0,0
20,47215.0,3390.0,40,490.0,0,0,0
24,161225.0,431.0,286,250.0,0,0,0
1,2096711.0,49452.0,2641,4983.0,0,0,0
24,391639.0,7307.0,84,594.0,0,0,0
17,2432670.0,25499.0,471,1855.0,0,0,0
28,122641.0,9202.0,48,735.0,0,0,0
25,11484.0,82.0,4,74.0,0,0,0
24,99243.0,9003.0,174,530.0,0,0,0
24,2731732.0,14268.0,4885,2510.0,0,0,0
24,70756.0,2350.0,23,263.0,0,0,0
24,525001.0,2643.0,6996,3125.0,0,0,0
1,1827786.0,57103.0,955,5467.0,0,0,0
1,1614392.0,36163.0,3066,6371.0,0,0,0
28,166157.0,4276.0,130,436.0,0,0,0
25,3724.0,40.0,1,42.0,0,0,0
17,432878.0,2462.0,184,1044.0,0,0,0
22,32385.0,568.0,77,97.0,0,0,0
23,412058.0,10003.0,305,769.0,0,0,0
24,578481.0,17148.0,437,495.0,0,0,0
26,14111.0,437.0,1,64.0,0,0,0
22,170922.0,17492.0,114,885.0,0,0,0
1,55971.0,1737.0,50,201.0,0,0,0
24,26190.0,317.0,24,23.0,0,0,0
24,750633.0,20516.0,545,1730.0,0,0,0
25,10179.0,67.0,27,0.0,1,0,0
26,412680.0,16632.0,344,1968.0,0,0,0
10,406535.0,10411.0,440,375.0,0,0,0
22,278777.0,12580.0,211,783.0,0,0,0
10,39486.0,1620.0,26,192.0,0,0,0
1,55195.0,2661.0,58,564.0,0,0,0
25,174613.0,1361.0,55,210.0,0,0,0
22,263160.0,11291.0,320,1642.0,0,0,0
24,587643.0,5700.0,264,527.0,0,0,0
24,1409223.0,33149.0,1438,3023.0,0,0,0
23,101812.0,5010.0,225,476.0,0,0,0
24,201689.0,2208.0,94,376.0,0,0,0
17,307934.0,2673.0,1645,634.0,0,0,0
25,1544644.0,30594.0,22590,18555.0,0,0,0
28,255000.0,10822.0,223,2628.0,0,0,0
24,384762.0,5905.0,229,1190.0,0,0,0
24,316489.0,25052.0,315,1855.0,0,0,0
26,19579.0,850.0,18,65.0,0,0,0
22,99614.0,6886.0,97,307.0,0,0,0
1,49148.0,710.0,57,404.0,0,0,0
22,612646.0,23629.0,227,695.0,0,0,0
10,251591.0,15395.0,198,808.0,0,0,0
23,590227.0,31712.0,541,1482.0,0,0,0
22,218227.0,7407.0,209,831.0,0,0,0
24,105399.0,694.0,128,161.0,0,0,0
23,1193493.0,31750.0,7933,3961.0,0,0,0
26,524326.0,22783.0,274,2264.0,0,0,0
24,353327.0,25212.0,133,2093.0,0,0,0
26,495109.0,26448.0,223,4436.0,0,0,0
2,440154.0,4320.0,535,1292.0,0,0,0
15,341655.0,4215.0,95,335.0,0,0,0
28,108474.0,4077.0,209,691.0,0,0,0
24,1076767.0,153083.0,2603,1855.0,0,0,0
22,1005203.0,56278.0,1879,14032.0,0,0,0
10,4313491.0,172872.0,8987,13848.0,0,0,0
25,956750.0,7011.0,810,3149.0,0,0,0
15,195978.0,7228.0,174,422.0,0,0,0
24,477463.0,2644.0,1828,2156.0,0,0,0
17,620204.0,4774.0,268,1356.0,0,0,0
24,56359.0,1671.0,42,241.0,0,0,0
24,82526.0,1871.0,78,175.0,0,0,0
26,16766.0,132.0,4,5.0,0,0,0
10,2292393.0,100858.0,2923,10504.0,0,0,0
26,38479.0,2499.0,20,347.0,0,0,0
2,1350802.0,29062.0,977,7642.0,0,0,0
25,60509.0,1193.0,53,260.0,0,0,0
24,9282.0,405.0,11,1855.0,0,0,0
24,48385.0,432.0,96,75.0,0,0,0
27,524466.0,23017.0,266,1282.0,0,0,0
24,443492.0,25622.0,498,10128.0,0,0,0
28,1266148.0,144548.0,1001,38322.0,0,0,0
10,578130.0,29643.0,327,1650.0,0,0,0
24,74120.0,2221.0,106,738.0,0,0,0
24,237218.0,4252.0,179,513.0,0,0,0
24,3646907.0,64685.0,3131,3555.0,0,0,0
23,1583525.0,130063.0,1118,6096.0,0,0,0
23,1503633.0,58865.0,1501,2090.0,0,0,0
25,169022.0,1250.0,705,1169.0,0,0,0
10,622601.0,26657.0,270,1613.0,0,0,0
28,4697856.0,198325.0,17252,1855.0,0,0,0
10,197485.0,13811.0,177,783.0,0,0,0
24,47230.0,442.0,43,78.0,0,0,0
24,329203.0,3890.0,149,0.0,1,0,0
10,88830.0,5445.0,40,2701.0,0,0,0
23,290632.0,22255.0,437,2064.0,0,0,0
26,713491.0,23812.0,770,3982.0,0,0,0
10,161357.0,9126.0,36,399.0,0,0,0
17,182650.0,5994.0,76,725.0,0,0,0
10,61479.0,6959.0,23,1460.0,0,0,0
23,162174.0,5484.0,398,629.0,0,0,0
23,48014.0,789.0,84,47.0,0,0,0
23,34346.0,430.0,15,61.0,0,0,0
28,105670.0,3639.0,184,396.0,0,0,0
26,36588.0,653.0,6,39.0,0,0,0
25,27303.0,260.0,1,22.0,0,0,0
10,23557.0,719.0,23,270.0,0,0,0
10,17098.0,434.0,2,64.0,0,0,0
24,882357.0,27149.0,226,0.0,1,0,0
1,53025.0,2248.0,159,617.0,0,0,0
10,7217.0,186.0,20,24.0,0,0,0
25,802464.0,18318.0,606,126.0,0,0,0
10,3817.0,82.0,12,87.0,0,0,0
24,37292.0,135.0,89,500.0,0,0,0
29,1873.0,0.0,0,0.0,1,1,0
28,7126.0,113.0,6,8.0,0,0,0
10,913450.0,7961.0,2418,5192.0,0,0,0
17,1432.0,13.0,1,2.0,0,0,0
25,518018.0,1005.0,395,261.0,0,0,0
28,26527.0,1624.0,44,233.0,0,0,0
28,301360.0,18765.0,250,1659.0,0,0,0
23,2836959.0,115670.0,3981,6913.0,0,0,0
26,448980.0,17036.0,296,1065.0,0,0,0
26,20879.0,653.0,13,38.0,0,0,0
25,865552.0,496.0,127,0.0,1,0,0
23,3457795.0,218858.0,4602,26657.0,0,0,0
25,14069.0,965.0,152,313.0,0,0,0
26,47973.0,2399.0,74,277.0,0,0,0
23,1311894.0,38739.0,1448,3785.0,0,0,0
22,819692.0,19897.0,1597,2355.0,0,0,0
28,144946.0,4311.0,435,3766.0,0,0,0
1,349383.0,38.0,2,4.0,0,0,0
17,51053.0,411.0,33,1855.0,0,0,0
26,1344916.0,90109.0,1088,8188.0,0,0,0
23,757408.0,26073.0,839,2306.0,0,0,0
23,701874.0,40666.0,528,1908.0,0,0,0
17,172131.0,1057.0,109,412.0,0,0,0
26,34187.0,1374.0,123,75.0,0,0,0
24,717004.0,4105.0,389,1303.0,0,0,0
23,872663.0,12449.0,1267,1857.0,0,0,0
26,1281002.0,74074.0,1208,50319.0,0,0,0
26,402509.0,14694.0,812,1561.0,0,0,0
24,3597.0,59.0,8,13.0,0,0,0
23,294007.0,29017.0,251,6890.0,0,0,0
23,41944.0,665.0,73,1855.0,0,0,0
10,1244459.0,17517.0,3671,8002.0,0,0,0
24,1058992.0,22551.0,284,1296.0,0,0,0
24,189308.0,2394.0,362,263.0,0,0,0
10,797363.0,18091.0,450,12342.0,0,0,0
23,5827999.0,223308.0,8472,13866.0,0,0,0
2,633103.0,23991.0,820,2582.0,0,0,0
27,169915.0,7518.0,152,793.0,0,0,0
10,36857298.0,2729292.0,47896,546100.0,0,0,0
26,148590.0,5182.0,169,270.0,0,0,0
26,2127874.0,286258.0,1796,44520.0,0,0,0
22,681944.0,2925.0,36,408.0,0,0,0
26,714359.0,9635.0,808,2025.0,0,0,0
26,123804.0,4136.0,463,519.0,0,0,0
28,79154.0,4936.0,45,550.0,0,0,0
25,4040.0,19.0,3,0.0,0,0,0
10,7967275.0,91200.0,4803,5805.0,0,0,0
20,127640.0,696.0,52,233.0,0,0,0
1,145560.0,5114.0,232,670.0,0,0,0
24,177098.0,637.0,26,72.0,0,0,0
28,8924.0,48.0,2,3.0,0,0,0
23,443969.0,4783.0,157,721.0,0,0,0
27,22695.0,108.0,312,1855.0,0,0,0
26,1547962.0,37947.0,763,1827.0,0,0,0
10,1728219.0,80272.0,425,1846.0,0,0,0
28,86721.0,3020.0,38,280.0,0,0,0
17,746691.0,19242.0,961,3050.0,0,0,0
10,6296393.0,633622.0,8307,44548.0,0,0,0
10,1554273.0,146680.0,1599,7305.0,0,0,0
25,279827.0,3595.0,2770,3266.0,0,0,0
23,1855536.0,21004.0,1295,2692.0,0,0,0
24,888126.0,12147.0,2756,1536.0,0,0,0
24,66637636.0,2331351.0,41153,316180.0,0,0,0
24,856874.0,13695.0,1005,1791.0,0,0,0
10,588112.0,18091.0,470,1855.0,0,0,0
10,1674757.0,59360.0,1699,4103.0,0,0,0
10,8128270.0,643769.0,9699,35441.0,0,0,0
24,865993.0,28870.0,640,3287.0,0,0,0
24,2289723.0,199777.0,4451,10481.0,0,0,0
17,928751.0,8872.0,505,2803.0,0,0,0
24,207223.0,4522.0,52,401.0,0,0,0
25,521173.0,13461.0,708,2216.0,0,0,0
25,352661.0,3448.0,503,857.0,0,0,0
24,409414.0,14151.0,171,351.0,0,0,0
10,121274.0,3556.0,1157,876.0,0,0,0
24,2705437.0,229648.0,2136,17587.0,0,0,0
10,202697.0,13976.0,255,1143.0,0,0,0
10,80811.0,3733.0,63,324.0,0,0,0
10,2564402.0,0.0,0,0.0,1,1,0
25,216332.0,725.0,386,915.0,0,0,0
24,1216410.0,2755.0,158,337.0,0,0,0
25,709836.0,29399.0,2180,5118.0,0,0,0
10,1418342.0,161738.0,1771,10485.0,0,0,0
26,129052.0,5927.0,110,858.0,0,0,0
26,629474.0,21298.0,1196,3615.0,0,0,0
24,834157.0,6975.0,1131,1319.0,0,0,0
23,1366086.0,128788.0,984,8081.0,0,0,0
